run_tag,run_datetime,dataset,victim_type,seed,d_in,max_rows,budget_target,iterations,batch_size,query_budget,extract_sec,queries_per_sec,ms_per_query,teacher_auroc,teacher_auprc,student_auroc,student_auprc,fidelity_mse,fidelity_mae,fidelity_spearman
UNSW-NB15_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,NeuTraL-AD,42,190,200000,10000,7813,128,10240,2.6373472213745117,3882.6893618744666,0.25755343958735466,0.8951044798035398,0.9557062714008878,0.34955907905489114,0.6202797746059919,18.894874572753906,3.0226757526397705,-0.4748460706809695
UNSW-NB15_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,NeuTraL-AD,42,190,200000,50000,7813,128,50176,5.560544729232788,9023.576365857774,0.11082080534982439,0.8951044798035398,0.9557062714008878,0.34588315845663453,0.6459329545280934,18.21135902404785,2.943582534790039,-0.5271917220953773
UNSW-NB15_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,NeuTraL-AD,42,190,200000,100000,7813,128,100096,9.121824741363525,10973.24305586666,0.09113076188222831,0.8951044798035398,0.9557062714008878,0.41606412975695867,0.7013526893297505,18.595870971679688,2.9801554679870605,-0.47889413111355034
UNSW-NB15_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,NeuTraL-AD,42,190,200000,500000,7813,128,500224,36.02705907821655,13884.674819390299,0.07202185236657288,0.8951044798035398,0.9557062714008878,0.4865430305610854,0.7169740923933368,15.068927764892578,2.7214879989624023,-0.21806009638117416
UNSW-NB15_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,NeuTraL-AD,42,190,200000,1000000,7813,128,1000192,69.46509838104248,14398.482451051412,0.06945176364242314,0.8951044798035398,0.9557062714008878,0.43208939274363056,0.6930440423954908,15.037540435791016,2.7036237716674805,-0.3748640455674431
CICIoT2023_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-AE,42,27,200000,50,7813,128,256,0.010225057601928711,25036.533774803553,0.03994163125753403,0.966537847480881,0.9690283123618173,0.18941270289621404,0.3975187277979753,228079221866496.0,149430.984375,-0.4420861642427849
CICIoT2023_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-AE,42,27,200000,100,7813,128,256,0.35971546173095703,711.6736066004046,1.405138522386551,0.966537847480881,0.9690283123618173,0.18941270289621404,0.3975187277979753,228079221866496.0,149430.984375,-0.4420861642427849
CICIoT2023_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-AE,42,27,200000,200,7813,128,256,0.7952291965484619,321.91976993691674,3.1063640490174294,0.966537847480881,0.9690283123618173,0.18941270289621404,0.3975187277979753,228079221866496.0,149430.984375,-0.4420861642427849
CICIoT2023_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-AE,42,27,200000,500,7813,128,512,1.2003684043884277,426.53571864119283,2.344469539821148,0.966537847480881,0.9690283123618173,0.1634391742693037,0.3920638886002958,228079221866496.0,149430.953125,-0.4262580405299529
CICIoT2023_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-AE,42,27,200000,1000,7813,128,1024,1.5779993534088135,648.922952844019,1.5410149935632944,0.966537847480881,0.9690283123618173,0.20597401972286902,0.4021067308301282,228079221866496.0,149430.953125,-0.27953821400898854
CICIoT2023_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-AE,42,27,200000,2000,7813,128,2048,1.9816980361938477,1033.457147655803,0.9676259942352772,0.966537847480881,0.9690283123618173,0.3919770409387022,0.5004585282558118,228079221866496.0,149430.984375,0.0969159171969676
CICIoT2023_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-AE,42,27,200000,5000,7813,128,5120,2.487764835357666,2058.072341578016,0.48589156940579414,0.966537847480881,0.9690283123618173,0.5172566363406781,0.5714905113365456,228079221866496.0,149431.046875,0.2959215341400946
CICIoT2023_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-AE,42,27,200000,10000,7813,128,10240,3.1994500160217285,3200.550078520263,0.3124462906271219,0.966537847480881,0.9690283123618173,0.7067208067438209,0.7410402452859721,228079221866496.0,149430.828125,0.5097395179918931
CICIoT2023_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-AE,42,27,200000,50000,7813,128,50176,6.264251470565796,8009.895553485504,0.12484557299437571,0.966537847480881,0.9690283123618173,0.3715969855164094,0.48944178225371393,228079221866496.0,149431.0,0.057207435498321656
CICIoT2023_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-AE,42,27,200000,100000,7813,128,100096,10.113346338272095,9897.41640916668,0.10103646837308279,0.966537847480881,0.9690283123618173,0.3199319425560829,0.4549452825500782,228079221866496.0,149431.234375,-0.012873177652728536
CICIoT2023_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-AE,42,27,200000,500000,7813,128,500224,37.33954477310181,13396.628240640606,0.07464564829576711,0.966537847480881,0.9690283123618173,0.4115232902258407,0.4719287737728272,228079221866496.0,149430.265625,-0.11777386953840177
CICIoT2023_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-AE,42,27,200000,1000000,7813,128,1000192,71.23337388038635,14041.058923862041,0.07121969969804433,0.966537847480881,0.9690283123618173,0.41921760120438845,0.4755325585965764,228079221866496.0,149430.203125,-0.11535270344848467
CICIoT2023_pyod-VAE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-VAE,42,27,200000,50,7813,128,256,0.009821414947509766,26065.490702529496,0.03836490213871002,0.9315980571463325,0.9365679503524142,0.39572258265738525,0.46501538641654555,228079171534848.0,149434.953125,-0.3626548361734342
CICIoT2023_pyod-VAE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-VAE,42,27,200000,100,7813,128,256,0.41649413108825684,614.6545194552874,1.6269301995635033,0.9315980571463325,0.9365679503524142,0.39572258265738525,0.46501538641654555,228079171534848.0,149434.953125,-0.36267520967751765
CICIoT2023_pyod-VAE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-VAE,42,27,200000,200,7813,128,256,0.8375601768493652,305.64967995850816,3.271719440817833,0.9315980571463325,0.9365679503524142,0.39572258265738525,0.46501538641654555,228079171534848.0,149434.953125,-0.3626500930054148
CICIoT2023_pyod-VAE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-VAE,42,27,200000,500,7813,128,512,1.288656234741211,397.3130973155306,2.5169067084789276,0.9315980571463325,0.9365679503524142,0.35589996505413196,0.45014500747569847,228079171534848.0,149434.953125,-0.42102620332452334
CICIoT2023_pyod-VAE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-VAE,42,27,200000,1000,7813,128,1024,1.7444603443145752,587.0010191618,1.7035745549947023,0.9315980571463325,0.9365679503524142,0.40069177858206934,0.46710241552550985,228079171534848.0,149434.953125,-0.18847152614797938
CICIoT2023_pyod-VAE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-VAE,42,27,200000,2000,7813,128,2048,2.215000867843628,924.6046038771044,1.0815433925017715,0.9315980571463325,0.9365679503524142,0.4000791282428798,0.5038690812733717,228079171534848.0,149434.953125,-0.009162607141530039
CICIoT2023_pyod-VAE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-VAE,42,27,200000,5000,7813,128,5120,2.8996083736419678,1765.7556953352203,0.5663297604769468,0.9315980571463325,0.9365679503524142,0.2879557618483811,0.47283443242063455,228079171534848.0,149434.984375,-0.05334610351450564
CICIoT2023_pyod-VAE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-VAE,42,27,200000,10000,7813,128,10240,3.5089035034179688,2918.290568556637,0.342666357755661,0.9315980571463325,0.9365679503524142,0.41031071413645737,0.5406746067062755,228079171534848.0,149435.15625,-0.004292485649582021
CICIoT2023_pyod-VAE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-VAE,42,27,200000,50000,7813,128,50176,5.297548770904541,9471.550366006843,0.10557933615482583,0.9315980571463325,0.9365679503524142,0.3060856993344674,0.5103460222634891,228079171534848.0,149434.875,0.020113680466385637
CICIoT2023_pyod-VAE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-VAE,42,27,200000,100000,7813,128,100096,7.436305999755859,13460.446625419427,0.07429173992722846,0.9315980571463325,0.9365679503524142,0.49264868377339266,0.5806709570451494,228079171534848.0,149434.9375,0.02917371813549555
CICIoT2023_pyod-VAE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-VAE,42,27,200000,500000,7813,128,500224,30.535425901412964,16381.759390389023,0.06104350431289375,0.9315980571463325,0.9365679503524142,0.6548192205851815,0.6680370114756424,228079171534848.0,149434.875,0.17839149538669158
CICIoT2023_pyod-VAE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-VAE,42,27,200000,1000000,7813,128,1000192,64.10290837287903,15602.91140274013,0.06409060297710742,0.9315980571463325,0.9365679503524142,0.6530196466027949,0.666298883270152,228079171534848.0,149434.890625,0.17105957753266002
CICIoT2023_pyod-DeepSVDD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-DeepSVDD,42,27,200000,50,7813,128,256,0.011554479598999023,22155.909126550152,0.045134685933589935,0.7286556199346582,0.8137435069178454,0.4335068471297962,0.5911342611954313,178227.15625,154.93846130371094,-0.1481958733750103
CICIoT2023_pyod-DeepSVDD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-DeepSVDD,42,27,200000,100,7813,128,256,0.21818184852600098,1173.333170149084,0.8522728458046913,0.7286556199346582,0.8137435069178454,0.4335068471297962,0.5911342611954313,178227.15625,154.93846130371094,-0.1481958733750103
CICIoT2023_pyod-DeepSVDD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-DeepSVDD,42,27,200000,200,7813,128,256,0.43825197219848633,584.1388430399497,1.7119217664003372,0.7286556199346582,0.8137435069178454,0.4335068471297962,0.5911342611954313,178227.15625,154.93846130371094,-0.1481958733750103
CICIoT2023_pyod-DeepSVDD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-DeepSVDD,42,27,200000,500,7813,128,512,0.6734988689422607,760.2091460140134,1.315427478402853,0.7286556199346582,0.8137435069178454,0.4038979887994346,0.5849774007117412,178196.40625,154.9189910888672,-0.12521722726488976
CICIoT2023_pyod-DeepSVDD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-DeepSVDD,42,27,200000,1000,7813,128,1024,1.1094019412994385,923.0198378782288,1.0834003333002329,0.7286556199346582,0.8137435069178454,0.3577972703845883,0.5634406366269095,178140.15625,154.89097595214844,-0.05059992903925731
CICIoT2023_pyod-DeepSVDD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-DeepSVDD,42,27,200000,2000,7813,128,2048,1.3843824863433838,1479.3599458264252,0.6759680109098554,0.7286556199346582,0.8137435069178454,0.3030545843401207,0.541615475740163,178058.921875,154.87799072265625,0.0023661052896915675
CICIoT2023_pyod-DeepSVDD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-DeepSVDD,42,27,200000,5000,7813,128,5120,1.7081871032714844,2997.3297364172126,0.3336302936077118,0.7286556199346582,0.8137435069178454,0.4484794807261911,0.6114314387822827,177745.484375,154.95252990722656,0.1758899657764453
CICIoT2023_pyod-DeepSVDD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-DeepSVDD,42,27,200000,10000,7813,128,10240,2.10245680809021,4870.492445122627,0.20531804766505957,0.7286556199346582,0.8137435069178454,0.43914416528403644,0.5974342870607721,177138.734375,154.73574829101562,0.1494720681962376
CICIoT2023_pyod-DeepSVDD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-DeepSVDD,42,27,200000,50000,7813,128,50176,3.5869781970977783,13988.376076720335,0.07148792644088366,0.7286556199346582,0.8137435069178454,0.2728635049193342,0.47670481895907285,177156.390625,154.7335662841797,0.45788233915548604
CICIoT2023_pyod-DeepSVDD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-DeepSVDD,42,27,200000,100000,7813,128,100096,5.507786273956299,18173.544691322968,0.05502503870240868,0.7286556199346582,0.8137435069178454,0.24583462815173435,0.417389946527326,177392.0625,155.6136474609375,0.4264610382907844
CICIoT2023_pyod-DeepSVDD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-DeepSVDD,42,27,200000,500000,7813,128,500224,19.546141386032104,25591.956495181486,0.03907477727184642,0.7286556199346582,0.8137435069178454,0.10071345510236507,0.3751471645763903,178568.59375,156.6495819091797,0.0323190437163788
CICIoT2023_pyod-DeepSVDD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,pyod-DeepSVDD,42,27,200000,1000000,7813,128,1000192,37.09667372703552,26961.77040991884,0.037089552532949197,0.7286556199346582,0.8137435069178454,0.10688203501058866,0.3763604241420353,178580.734375,156.1758270263672,0.04614596831701388
CICIoT2023_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,DRocc,42,27,200000,50,7813,128,256,0.011828899383544922,21641.91204095618,0.04620663821697235,0.9967267722588024,0.9984313648810105,0.9399598195693935,0.9373646742085961,78.87841033935547,6.877756118774414,0.6629116504592861
CICIoT2023_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,DRocc,42,27,200000,100,7813,128,256,0.17519831657409668,1461.201254703437,0.6843684241175652,0.9967267722588024,0.9984313648810105,0.9399598195693935,0.9373646742085961,78.87841033935547,6.877756118774414,0.6629116504592861
CICIoT2023_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,DRocc,42,27,200000,200,7813,128,256,0.3496577739715576,732.1444539677929,1.365850679576397,0.9967267722588024,0.9984313648810105,0.9399598195693935,0.9373646742085961,78.87841033935547,6.877756118774414,0.6629116504592861
CICIoT2023_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,DRocc,42,27,200000,500,7813,128,512,0.7137451171875,717.3429108944758,1.394033432006836,0.9967267722588024,0.9984313648810105,0.9681840149566363,0.9616286101824739,78.84581756591797,6.902252197265625,0.7901859380846016
CICIoT2023_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,DRocc,42,27,200000,1000,7813,128,1024,0.9227867126464844,1109.682211464926,0.9011588990688324,0.9967267722588024,0.9984313648810105,0.9700486754150045,0.9706365759843376,78.31004333496094,6.925323486328125,0.8901786046061716
CICIoT2023_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,DRocc,42,27,200000,2000,7813,128,2048,1.1653730869293213,1757.3771206578492,0.5690298276022077,0.9967267722588024,0.9984313648810105,0.9707668626009451,0.9732613092241242,75.00183868408203,6.852407932281494,0.9049746346187761
CICIoT2023_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,DRocc,42,27,200000,5000,7813,128,5120,1.5307872295379639,3344.684291327257,0.29898188076913357,0.9967267722588024,0.9984313648810105,0.9739935825791677,0.9768026565076229,65.45203399658203,6.634589672088623,0.9114962203094885
CICIoT2023_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,DRocc,42,27,200000,10000,7813,128,10240,2.020962953567505,5066.891494435284,0.19735966343432665,0.9967267722588024,0.9984313648810105,0.9865178710957667,0.9890552780908561,61.137237548828125,6.774282932281494,0.9152187961967362
CICIoT2023_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,DRocc,42,27,200000,50000,7813,128,50176,4.7347412109375,10597.41129759971,0.09436266762869698,0.9967267722588024,0.9984313648810105,0.9174531519660669,0.9514149962707052,30.432130813598633,5.002554893493652,0.6205382517577247
CICIoT2023_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,DRocc,42,27,200000,100000,7813,128,100096,8.017577886581421,12484.56845895132,0.08009888393723447,0.9967267722588024,0.9984313648810105,0.8398510466929809,0.8611975152929503,59.43807601928711,6.469273567199707,0.6227579560868166
CICIoT2023_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,DRocc,42,27,200000,500000,7813,128,500224,33.21327519416809,15060.965745643603,0.06639680461986648,0.9967267722588024,0.9984313648810105,0.4724242708078739,0.5028739704683312,83.50171661376953,7.739790439605713,0.008282972193927055
CICIoT2023_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,DRocc,42,27,200000,1000000,7813,128,1000192,64.66996502876282,15466.097740352132,0.06465755077901325,0.9967267722588024,0.9984313648810105,0.592538821379456,0.5790871425110311,127.45127868652344,9.785876274108887,0.03756860636188101
CICIoT2023_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,NeuTraL-AD,42,27,200000,50,7813,128,256,0.012647151947021484,20241.71142027674,0.04940293729305267,0.9999256444943345,0.9999306433504742,0.788261294272016,0.771005643769912,24.29975700378418,3.7380969524383545,0.6272119628890602
CICIoT2023_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,NeuTraL-AD,42,27,200000,100,7813,128,256,0.2154991626739502,1187.9396505467053,0.841793604195118,0.9999256444943345,0.9999306433504742,0.788261294272016,0.771005643769912,24.29975700378418,3.7380969524383545,0.6272119628890602
CICIoT2023_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,NeuTraL-AD,42,27,200000,200,7813,128,256,0.42454957962036133,602.9919997304415,1.6583967953920364,0.9999256444943345,0.9999306433504742,0.788261294272016,0.771005643769912,24.29975700378418,3.7380969524383545,0.6272119628890602
CICIoT2023_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,NeuTraL-AD,42,27,200000,500,7813,128,512,0.6663024425506592,768.4198155420577,1.3013719581067562,0.9999256444943345,0.9999306433504742,0.7785846712039379,0.7542269912839386,24.0853214263916,3.7235567569732666,0.624796633599167
CICIoT2023_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,NeuTraL-AD,42,27,200000,1000,7813,128,1024,0.9123454093933105,1122.3819284419235,0.8909623138606548,0.9999256444943345,0.9999306433504742,0.7564500250507723,0.7407966111676693,24.15753173828125,3.739509344100952,0.6037633622170148
CICIoT2023_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,NeuTraL-AD,42,27,200000,2000,7813,128,2048,1.2033154964447021,1701.9642862166988,0.5875563947483897,0.9999256444943345,0.9999306433504742,0.7280977300471534,0.7087304375108039,25.144638061523438,3.8559398651123047,0.5638891461176899
CICIoT2023_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,NeuTraL-AD,42,27,200000,5000,7813,128,5120,1.6274895668029785,3145.949506796328,0.31786905601620674,0.9999256444943345,0.9999306433504742,0.7345031987096209,0.6993741435218943,27.824140548706055,4.196915626525879,0.5997741367286749
CICIoT2023_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,NeuTraL-AD,42,27,200000,10000,7813,128,10240,2.174839496612549,4708.393431308128,0.21238666959106922,0.9999256444943345,0.9999306433504742,0.6268265476718393,0.7573683974065182,34.17622375488281,4.69148063659668,0.5061139681530428
CICIoT2023_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,NeuTraL-AD,42,27,200000,50000,7813,128,50176,5.015158176422119,10004.86888646775,0.09995133482984134,0.9999256444943345,0.9999306433504742,0.7847833348049951,0.7537204608438288,75.39047241210938,5.996604919433594,0.643245345354733
CICIoT2023_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,NeuTraL-AD,42,27,200000,100000,7813,128,100096,8.484242677688599,11797.87092408696,0.08476105616296954,0.9999256444943345,0.9999306433504742,0.7857334103475869,0.7592671241120537,60.83488845825195,5.276094436645508,0.5934342659827068
CICIoT2023_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,NeuTraL-AD,42,27,200000,500000,7813,128,500224,34.97493648529053,14302.356209006415,0.06991854946042278,0.9999256444943345,0.9999306433504742,0.6780908677128962,0.614295124085975,42.645633697509766,5.527887344360352,0.3389894506045008
CICIoT2023_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,CICIoT2023,NeuTraL-AD,42,27,200000,1000000,7813,128,1000192,67.86599540710449,14737.748912400035,0.06785296763731813,0.9999256444943345,0.9999306433504742,0.627142406119771,0.5774084495689943,38.97460174560547,5.321346282958984,0.24140609225279935
NSL-KDD_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,NSL-KDD,pyod-AE,42,37,200000,50,7813,128,256,0.010926246643066406,23429.82072095662,0.04268065094947815,0.9759895709141835,0.9689721710653421,0.3142199383439561,0.4372948820911936,788.2371215820312,6.041444301605225,-0.4431672624872131
NSL-KDD_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,NSL-KDD,pyod-AE,42,37,200000,100,7813,128,256,0.3625948429107666,706.0221760048605,1.416386105120182,0.9759895709141835,0.9689721710653421,0.3142199383439561,0.4372948820911936,788.2371215820312,6.041444301605225,-0.4431672624872131
NSL-KDD_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,NSL-KDD,pyod-AE,42,37,200000,200,7813,128,256,0.7245345115661621,353.33030506252555,2.8302129358053207,0.9759895709141835,0.9689721710653421,0.3142199383439561,0.4372948820911936,788.2371215820312,6.041444301605225,-0.4431672624872131
NSL-KDD_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,NSL-KDD,pyod-AE,42,37,200000,500,7813,128,512,1.1170227527618408,458.361299028224,2.1816850639879704,0.9759895709141835,0.9689721710653421,0.355321479126958,0.4654730375148666,787.4805908203125,6.038634300231934,-0.3766731586628533
NSL-KDD_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,NSL-KDD,pyod-AE,42,37,200000,1000,7813,128,1024,1.5059053897857666,679.989597584,1.4706107322126627,0.9759895709141835,0.9689721710653421,0.8348019746405815,0.7672631114470366,786.0557861328125,6.029592990875244,0.6114365792724442
NSL-KDD_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,NSL-KDD,pyod-AE,42,37,200000,2000,7813,128,2048,1.91632080078125,1068.7145905659777,0.9357035160064697,0.9759895709141835,0.9689721710653421,0.9048978863164465,0.8642411906471801,782.9114379882812,5.987446308135986,0.7919642574518856
NSL-KDD_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,NSL-KDD,pyod-AE,42,37,200000,5000,7813,128,5120,2.3842504024505615,2147.42545277023,0.4656739067286253,0.9759895709141835,0.9689721710653421,0.9170609455170934,0.8791560234991289,774.113525390625,5.899714946746826,0.8302820754648353
NSL-KDD_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,NSL-KDD,pyod-AE,42,37,200000,10000,7813,128,10240,2.9178617000579834,3509.419243481112,0.28494743164628744,0.9759895709141835,0.9689721710653421,0.9441782784318354,0.9265096234348824,756.8614501953125,5.552657604217529,0.838724128107414
NSL-KDD_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,NSL-KDD,pyod-AE,42,37,200000,50000,7813,128,50176,4.742355108261108,10580.39705052753,0.09451441143696405,0.9759895709141835,0.9689721710653421,0.8591579943246964,0.8210820515651699,801.4032592773438,7.479181289672852,0.6640193399358232
NSL-KDD_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,NSL-KDD,pyod-AE,42,37,200000,100000,7813,128,100096,6.760271310806274,14806.506336512979,0.06753787674638621,0.9759895709141835,0.9689721710653421,0.41238117400784635,0.4831874470655122,807.5256958007812,7.536996841430664,-0.159831048846668
NSL-KDD_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,NSL-KDD,pyod-AE,42,37,200000,500000,7813,128,500224,20.280449628829956,24665.33085582578,0.04054273611188179,0.9759895709141835,0.9689721710653421,0.381987443146925,0.4586424168820349,792.6797485351562,7.509807586669922,-0.20098614149523925
NSL-KDD_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,NSL-KDD,pyod-AE,42,37,200000,1000000,7813,128,1000192,37.12683939933777,26939.86388773617,0.037119712414554175,0.9759895709141835,0.9689721710653421,0.42865170620532694,0.47455854419156374,773.3189697265625,6.227530002593994,-0.0839080308076873
NSL-KDD_pyod-VAE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,NSL-KDD,pyod-VAE,42,37,200000,50,7813,128,256,0.00996851921081543,25680.845327784555,0.03893952816724777,0.964381270815758,0.9576507372726261,0.7502276410749549,0.6978741945832042,1830.33154296875,11.573291778564453,0.5016893542469196
NSL-KDD_pyod-VAE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,NSL-KDD,pyod-VAE,42,37,200000,100,7813,128,256,0.42073655128479004,608.4567628323729,1.643502153456211,0.964381270815758,0.9576507372726261,0.7502276410749549,0.6978741945832042,1830.330810546875,11.573249816894531,0.5016826695748922
NSL-KDD_pyod-VAE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,NSL-KDD,pyod-VAE,42,37,200000,200,7813,128,256,0.8525304794311523,300.282519131533,3.330197185277939,0.964381270815758,0.9576507372726261,0.7502276410749549,0.6978741945832042,1830.3321533203125,11.573326110839844,0.5016860119109059
NSL-KDD_pyod-VAE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,NSL-KDD,pyod-VAE,42,37,200000,500,7813,128,512,1.3241941928863525,386.6502381225454,2.5863167829811573,0.964381270815758,0.9576507372726261,0.8831854811893037,0.8628463120976511,1828.56640625,11.551155090332031,0.7271055389782243
