run_tag,run_datetime,dataset,victim_type,seed,d_in,max_rows,budget_target,iterations,batch_size,query_budget,extract_sec,queries_per_sec,ms_per_query,teacher_auroc,teacher_auprc,student_auroc,student_auprc,fidelity_mse,fidelity_mae,fidelity_spearman
SDN-IoT_pyod-DeepSVDD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,SDN-IoT,pyod-DeepSVDD,42,63,200000,1000000,7813,128,1000192,37.21783781051636,26873.99534309818,0.03721069335739174,0.7127036562670179,0.6587456719627945,0.34796788126766776,0.3732219413076304,108.27847290039062,3.1314878463745117,-0.07077320323388704
SDN-IoT_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,SDN-IoT,DRocc,42,63,200000,50,7813,128,256,0.014888763427734375,17194.1747373815,0.0581592321395874,0.877928417807977,0.8969224249873253,0.2886248026463751,0.3309404780310819,120.22493743896484,10.222369194030762,-0.30558872496369144
SDN-IoT_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,SDN-IoT,DRocc,42,63,200000,100,7813,128,256,0.19838786125183105,1290.4015315485296,0.7749525830149651,0.877928417807977,0.8969224249873253,0.2886248026463751,0.3309404780310819,120.22493743896484,10.222369194030762,-0.30558872496369144
SDN-IoT_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,SDN-IoT,DRocc,42,63,200000,200,7813,128,256,0.37053894996643066,690.8855331489242,1.4474177733063698,0.877928417807977,0.8969224249873253,0.2886248026463751,0.3309404780310819,120.22493743896484,10.222369194030762,-0.30558872496369144
SDN-IoT_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,SDN-IoT,DRocc,42,63,200000,500,7813,128,512,0.5651428699493408,905.9656013105066,1.1037946678698063,0.877928417807977,0.8969224249873253,0.293527624502509,0.3365955311352521,121.12007141113281,10.255521774291992,-0.4570380552480279
SDN-IoT_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,SDN-IoT,DRocc,42,63,200000,1000,7813,128,1024,0.7714569568634033,1327.3585660091633,0.7533759344369173,0.877928417807977,0.8969224249873253,0.442838567923471,0.4047896743083436,122.42353820800781,10.302743911743164,-0.21327047972155588
SDN-IoT_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,SDN-IoT,DRocc,42,63,200000,2000,7813,128,2048,1.0136504173278809,2020.4204181149594,0.4949464928358793,0.877928417807977,0.8969224249873253,0.4601561416512656,0.41394498837739757,123.43212127685547,10.331438064575195,-0.141701173828408
SDN-IoT_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,SDN-IoT,DRocc,42,63,200000,5000,7813,128,5120,1.3916888236999512,3678.9833422588977,0.2718142233788967,0.877928417807977,0.8969224249873253,0.44697001742540277,0.41390696157994156,121.72577667236328,10.215270042419434,-0.016711988804452307
SDN-IoT_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,SDN-IoT,DRocc,42,63,200000,10000,7813,128,10240,1.9062585830688477,5371.779091750936,0.18615806475281715,0.877928417807977,0.8969224249873253,0.4180862781047788,0.4061458530111919,113.44438934326172,9.831034660339355,-0.018575545420085434
SDN-IoT_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,SDN-IoT,DRocc,42,63,200000,50000,7813,128,50176,4.893044710159302,10254.555797501886,0.09751763213806007,0.877928417807977,0.8969224249873253,0.7132198150062539,0.7281333573678063,124.85050201416016,10.5485200881958,0.49785603890321833
SDN-IoT_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,SDN-IoT,DRocc,42,63,200000,100000,7813,128,100096,8.351561307907104,11985.303862312661,0.08343551498468575,0.877928417807977,0.8969224249873253,0.713634602720029,0.5768364201351841,139.10440063476562,10.819988250732422,0.03765996764225523
SDN-IoT_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,SDN-IoT,DRocc,42,63,200000,500000,7813,128,500224,34.80264353752136,14373.161034755864,0.06957411787023686,0.877928417807977,0.8969224249873253,0.5253945821253438,0.475292734376517,112.24468994140625,9.925328254699707,0.10465383671666212
SDN-IoT_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,SDN-IoT,DRocc,42,63,200000,1000000,7813,128,1000192,67.83708643913269,14744.029446155966,0.06782406421880267,0.877928417807977,0.8969224249873253,0.5036931706725611,0.47178453240075335,179.77842712402344,11.148910522460938,0.11206511047501869
SDN-IoT_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,SDN-IoT,NeuTraL-AD,42,63,200000,50,7813,128,256,0.019411325454711914,13188.17721114755,0.07582549005746841,0.878985296014696,0.874547409342419,0.43961061821028047,0.4322050512615359,3.3025288581848145,0.7904757857322693,0.2055979999461294
SDN-IoT_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,SDN-IoT,NeuTraL-AD,42,63,200000,100,7813,128,256,0.37801384925842285,677.2238649515454,1.4766165986657143,0.878985296014696,0.874547409342419,0.43961061821028047,0.4322050512615359,3.3025288581848145,0.7904757857322693,0.2055979999461294
SDN-IoT_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,SDN-IoT,NeuTraL-AD,42,63,200000,200,7813,128,256,0.5968317985534668,428.9315693642057,2.3313742130994797,0.878985296014696,0.874547409342419,0.43961061821028047,0.4322050512615359,3.3025288581848145,0.7904757857322693,0.2055979999461294
SDN-IoT_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,SDN-IoT,NeuTraL-AD,42,63,200000,500,7813,128,512,0.8374485969543457,611.3808081619034,1.6356417909264565,0.878985296014696,0.874547409342419,0.4266614030960806,0.4228343168615791,3.2969417572021484,0.7983166575431824,0.1516602046532002
SDN-IoT_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,SDN-IoT,NeuTraL-AD,42,63,200000,1000,7813,128,1024,1.094831943511963,935.3033641996682,1.0691718198359013,0.878985296014696,0.874547409342419,0.42623733195174357,0.40900040425812234,3.326805353164673,0.8036615252494812,0.10364282922452103
SDN-IoT_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,SDN-IoT,NeuTraL-AD,42,63,200000,2000,7813,128,2048,1.384063959121704,1479.7004043798777,0.6758124800398946,0.878985296014696,0.874547409342419,0.41072399295363404,0.406980901041559,3.501537799835205,0.8090847134590149,0.03226730509216688
SDN-IoT_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,SDN-IoT,NeuTraL-AD,42,63,200000,5000,7813,128,5120,1.8282139301300049,2800.547526533678,0.3570730332285166,0.878985296014696,0.874547409342419,0.5709573364207063,0.5688222718017346,3.804986000061035,0.8780996203422546,0.08835701796191034
SDN-IoT_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,SDN-IoT,NeuTraL-AD,42,63,200000,10000,7813,128,10240,2.4303696155548096,4213.350897107226,0.23734078276902437,0.878985296014696,0.874547409342419,0.44167168106459476,0.5035450384853253,4.4451799392700195,1.040316104888916,-0.08449183369007855
SDN-IoT_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,SDN-IoT,NeuTraL-AD,42,63,200000,50000,7813,128,50176,5.698922395706177,8804.471532689206,0.11357865106238395,0.878985296014696,0.874547409342419,0.5493832088734742,0.5521797077025423,44.42279052734375,3.6421444416046143,-0.14237997523918838
SDN-IoT_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,SDN-IoT,NeuTraL-AD,42,63,200000,100000,7813,128,100096,9.80118203163147,10212.645747927036,0.09791781920987322,0.878985296014696,0.874547409342419,0.524389025144535,0.5301233919243934,50.437042236328125,3.80269455909729,-0.09663919757983415
SDN-IoT_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,SDN-IoT,NeuTraL-AD,42,63,200000,500000,7813,128,500224,41.5743043422699,12032.047388737821,0.08311137478863449,0.878985296014696,0.874547409342419,0.339306258921175,0.3960642664186226,3.085674285888672,0.9595838785171509,-0.10389887428156978
SDN-IoT_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,SDN-IoT,NeuTraL-AD,42,63,200000,1000000,7813,128,1000192,81.27783942222595,12305.838923745936,0.081262237072708,0.878985296014696,0.874547409342419,0.3681060437393271,0.3672422544762045,3.189429521560669,0.9473794102668762,0.08418649532082788
UNSW-NB15_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-AE,42,190,200000,50,7813,128,256,0.015799760818481445,16202.77692435377,0.061717815697193146,0.826867790050806,0.9282885478017416,0.6205034334690505,0.7922246441296258,92580830248960.0,1435021.875,0.12077518897469518
UNSW-NB15_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-AE,42,190,200000,100,7813,128,256,0.6376140117645264,401.4968229627644,2.490679733455181,0.826867790050806,0.9282885478017416,0.6205034334690505,0.7922246441296258,92580830248960.0,1435021.875,0.12077518897469518
UNSW-NB15_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-AE,42,190,200000,200,7813,128,256,1.1340432167053223,225.74095610195855,4.429856315255165,0.826867790050806,0.9282885478017416,0.6205034334690505,0.7922246441296258,92580830248960.0,1435021.875,0.12077518897469518
UNSW-NB15_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-AE,42,190,200000,500,7813,128,512,1.5850770473480225,323.01268941886605,3.0958536081016064,0.826867790050806,0.9282885478017416,0.6825606103568786,0.8219623442385119,92580830248960.0,1435021.875,0.3553233238234043
UNSW-NB15_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-AE,42,190,200000,1000,7813,128,1024,2.052131414413452,498.9933845404747,2.004034584388137,0.826867790050806,0.9282885478017416,0.7582886182235241,0.8625525060696935,92580830248960.0,1435021.875,0.6324171105583805
UNSW-NB15_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-AE,42,190,200000,2000,7813,128,2048,2.559577703475952,800.1319894366869,1.2497938005253673,0.826867790050806,0.9282885478017416,0.7475636161028493,0.8414042330642637,92580830248960.0,1435021.5,0.7643001846345736
UNSW-NB15_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-AE,42,190,200000,5000,7813,128,5120,3.192725896835327,1603.6453380088196,0.6235792767256498,0.826867790050806,0.9282885478017416,0.5837268848750532,0.758665667677528,92580813471744.0,1435020.75,0.5335519417694288
UNSW-NB15_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-AE,42,190,200000,10000,7813,128,10240,4.2088470458984375,2432.970333283786,0.4110202193260193,0.826867790050806,0.9282885478017416,0.3462078149027222,0.6644000385833745,92580771528704.0,1435019.75,0.15392430552647396
UNSW-NB15_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-AE,42,190,200000,50000,7813,128,50176,7.4814276695251465,6706.741308799516,0.14910370833715614,0.826867790050806,0.9282885478017416,0.48500912948186903,0.7100267528490734,92580737974272.0,1435018.0,0.4785361570960841
UNSW-NB15_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-AE,42,190,200000,100000,7813,128,100096,12.449077844619751,8040.434902032486,0.12437138191955474,0.826867790050806,0.9282885478017416,0.4428749790002596,0.695807861742945,92580729585664.0,1435017.875,0.4089029116268663
UNSW-NB15_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-AE,42,190,200000,500000,7813,128,500224,47.47387909889221,10536.825923956834,0.09490524064997323,0.826867790050806,0.9282885478017416,0.5441347380143234,0.752187017194076,92580612145152.0,1435015.5,0.41844444536194847
UNSW-NB15_pyod-AE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-AE,42,190,200000,1000000,7813,128,1000192,91.46082854270935,10935.741737053493,0.09144327143459391,0.826867790050806,0.9282885478017416,0.55107587673111,0.7540328325201527,92580620533760.0,1435015.5,0.40245987083247564
UNSW-NB15_pyod-VAE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-VAE,42,190,200000,50,7813,128,256,0.010453224182128906,24490.051637624303,0.04083290696144104,0.7910505592785179,0.9120939650409023,0.5354480677570768,0.7487087374624964,92580830248960.0,1435029.75,0.529869621370346
UNSW-NB15_pyod-VAE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-VAE,42,190,200000,100,7813,128,256,0.5890376567840576,434.60718860942046,2.300928346812725,0.7910505592785179,0.9120939650409023,0.5354480677570768,0.7487087374624964,92580830248960.0,1435029.75,0.5298695722183457
UNSW-NB15_pyod-VAE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-VAE,42,190,200000,200,7813,128,256,1.088949203491211,235.08901900956872,4.253707826137543,0.7910505592785179,0.9120939650409023,0.5354480677570768,0.7487087374624964,92580830248960.0,1435029.75,0.529869621370346
UNSW-NB15_pyod-VAE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-VAE,42,190,200000,500,7813,128,512,1.6359319686889648,312.9714497909816,3.1951796263456345,0.7910505592785179,0.9120939650409023,0.592409368984713,0.7678538944116297,92580830248960.0,1435029.75,0.6445896525602393
UNSW-NB15_pyod-VAE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-VAE,42,190,200000,1000,7813,128,1024,2.197573661804199,465.9684532072978,2.1460680291056633,0.7910505592785179,0.9120939650409023,0.6434917549453123,0.787762507951943,92580830248960.0,1435029.5,0.7450189854515977
UNSW-NB15_pyod-VAE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-VAE,42,190,200000,2000,7813,128,2048,2.804236888885498,730.3234645108555,1.369256293401122,0.7910505592785179,0.9120939650409023,0.6033499807069198,0.7678253775913823,92580813471744.0,1435029.25,0.6550203951309636
UNSW-NB15_pyod-VAE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-VAE,42,190,200000,5000,7813,128,5120,3.581973075866699,1429.379811505467,0.6996041163802147,0.7910505592785179,0.9120939650409023,0.5243562717047152,0.737638623859794,92580805083136.0,1435028.75,0.21772679666780895
UNSW-NB15_pyod-VAE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-VAE,42,190,200000,10000,7813,128,10240,4.5591888427734375,2246.0135680124235,0.4452332854270935,0.7910505592785179,0.9120939650409023,0.47428925654202864,0.7197783207724684,92580805083136.0,1435028.75,0.032234195076031265
UNSW-NB15_pyod-VAE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-VAE,42,190,200000,50000,7813,128,50176,8.623804092407227,5818.313990246734,0.1718710955916619,0.7910505592785179,0.9120939650409023,0.6308397908876675,0.7650080951246612,92580830248960.0,1435030.375,0.2314780763401342
UNSW-NB15_pyod-VAE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-VAE,42,190,200000,100000,7813,128,100096,12.737313508987427,7858.4860087939605,0.12725097415468578,0.7910505592785179,0.9120939650409023,0.6200522035604887,0.7613467092720172,92580821860352.0,1435030.375,0.1861791260105897
UNSW-NB15_pyod-VAE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-VAE,42,190,200000,500000,7813,128,500224,39.58715796470642,12636.016974140206,0.07913886171936257,0.7910505592785179,0.9120939650409023,0.6185836477850863,0.7726062218969282,92580796694528.0,1435030.0,0.23419163539124893
UNSW-NB15_pyod-VAE_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-VAE,42,190,200000,1000000,7813,128,1000192,72.93866634368896,13712.781575784074,0.07292466480804582,0.7910505592785179,0.9120939650409023,0.6134089253450721,0.7702293876753649,92580796694528.0,1435029.75,0.22240537895897244
UNSW-NB15_pyod-DeepSVDD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-DeepSVDD,42,190,200000,50,7813,128,256,0.015579938888549805,16431.386658913187,0.060859136283397675,0.7461332876751902,0.8840555749920529,0.6584662718868817,0.8177532572358212,4724.73486328125,6.274272918701172,0.3746952821747519
UNSW-NB15_pyod-DeepSVDD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-DeepSVDD,42,190,200000,100,7813,128,256,0.2623119354248047,975.9372923135094,1.0246559977531433,0.7461332876751902,0.8840555749920529,0.6584662718868817,0.8177532572358212,4724.73486328125,6.274272918701172,0.3746952821747519
UNSW-NB15_pyod-DeepSVDD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-DeepSVDD,42,190,200000,200,7813,128,256,0.5204288959503174,491.90197160850767,2.0329253748059273,0.7461332876751902,0.8840555749920529,0.6584662718868817,0.8177532572358212,4724.73486328125,6.274272918701172,0.3746952821747519
UNSW-NB15_pyod-DeepSVDD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-DeepSVDD,42,190,200000,500,7813,128,512,0.7942113876342773,644.6646421491106,1.551194116473198,0.7461332876751902,0.8840555749920529,0.6456881943829812,0.8087582192431115,4723.71533203125,6.258334159851074,0.522748528733178
UNSW-NB15_pyod-DeepSVDD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-DeepSVDD,42,190,200000,1000,7813,128,1024,1.0728940963745117,954.4278447055184,1.047748140990734,0.7461332876751902,0.8840555749920529,0.6114376178446548,0.7912194418218408,4721.1494140625,6.207244873046875,0.6445086500639075
UNSW-NB15_pyod-DeepSVDD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-DeepSVDD,42,190,200000,2000,7813,128,2048,1.373565435409546,1491.0101457156738,0.6706862477585673,0.7461332876751902,0.8840555749920529,0.5854265067969237,0.7821234804219228,4719.09814453125,6.161633014678955,0.5585922316639937
UNSW-NB15_pyod-DeepSVDD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-DeepSVDD,42,190,200000,5000,7813,128,5120,1.7332618236541748,2953.968021522383,0.338527699932456,0.7461332876751902,0.8840555749920529,0.6341327709849739,0.8137352645544808,4720.03759765625,6.1914496421813965,0.3593973365120915
UNSW-NB15_pyod-DeepSVDD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-DeepSVDD,42,190,200000,10000,7813,128,10240,2.165649890899658,4728.37278224417,0.21148924715816975,0.7461332876751902,0.8840555749920529,0.6574903474796907,0.8212415790481071,4728.97216796875,6.326102256774902,0.4304246064350192
UNSW-NB15_pyod-DeepSVDD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-DeepSVDD,42,190,200000,50000,7813,128,50176,3.708698272705078,13529.275317240152,0.07391378891711332,0.7461332876751902,0.8840555749920529,0.5516830291368753,0.7415332948601989,4598.974609375,5.646000385284424,0.47718663977855647
UNSW-NB15_pyod-DeepSVDD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-DeepSVDD,42,190,200000,100000,7813,128,100096,5.730240345001221,17468.02821060007,0.05724744590194634,0.7461332876751902,0.8840555749920529,0.5306967212436041,0.732442939408229,4560.1240234375,5.721126556396484,0.3974233882518462
UNSW-NB15_pyod-DeepSVDD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-DeepSVDD,42,190,200000,500000,7813,128,500224,18.50382161140442,27033.55071752843,0.036991071222900976,0.7461332876751902,0.8840555749920529,0.7747776005590852,0.8729725368527896,4664.201171875,6.250941276550293,0.7572845230378374
UNSW-NB15_pyod-DeepSVDD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,pyod-DeepSVDD,42,190,200000,1000000,7813,128,1000192,34.50274133682251,28988.7690440574,0.03449611808215074,0.7461332876751902,0.8840555749920529,0.7941913660108001,0.8792267626784196,4673.67822265625,6.398127555847168,0.6626905156103804
UNSW-NB15_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,DRocc,42,190,200000,50,7813,128,256,0.012798547744750977,20002.26940630763,0.0499943271279335,0.8318532848194096,0.928368029871901,0.5867604158252203,0.7604582811328472,70.49765014648438,7.73000955581665,0.1882829299232069
UNSW-NB15_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,DRocc,42,190,200000,100,7813,128,256,0.2674586772918701,957.1572049637949,1.0447604581713676,0.8318532848194096,0.928368029871901,0.5867604158252203,0.7604582811328472,70.49765014648438,7.73000955581665,0.1882829299232069
UNSW-NB15_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,DRocc,42,190,200000,200,7813,128,256,0.5352644920349121,478.26822778168264,2.0908769220113754,0.8318532848194096,0.928368029871901,0.5867604158252203,0.7604582811328472,70.49765014648438,7.73000955581665,0.1882829299232069
UNSW-NB15_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,DRocc,42,190,200000,500,7813,128,512,0.8061108589172363,635.1483723810836,1.5744352713227272,0.8318532848194096,0.928368029871901,0.6107767355445883,0.7810547735993559,71.18183135986328,7.762868881225586,0.29075482333493174
UNSW-NB15_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,DRocc,42,190,200000,1000,7813,128,1024,1.0907485485076904,938.8048248159371,1.0651841294020414,0.8318532848194096,0.928368029871901,0.5975525573129606,0.781044281696528,72.48534393310547,7.847129821777344,0.32896947129945897
UNSW-NB15_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,DRocc,42,190,200000,2000,7813,128,2048,1.4069197177886963,1455.6623054646725,0.6869725184515119,0.8318532848194096,0.928368029871901,0.604507266508188,0.7821318202860671,74.65464782714844,8.030147552490234,0.3754968775700352
UNSW-NB15_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,DRocc,42,190,200000,5000,7813,128,5120,1.879356861114502,2724.336237538049,0.36706188693642616,0.8318532848194096,0.928368029871901,0.5926669550661678,0.7729011428726527,86.73904418945312,8.832173347473145,0.40050371952846325
UNSW-NB15_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,DRocc,42,190,200000,10000,7813,128,10240,2.5090248584747314,4081.2668576847136,0.245021958835423,0.8318532848194096,0.928368029871901,0.5105709196883446,0.7297509316754989,149.43621826171875,11.011611938476562,0.272980477022128
UNSW-NB15_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,DRocc,42,190,200000,50000,7813,128,50176,5.432060718536377,9237.010151373916,0.10826013868256491,0.8318532848194096,0.928368029871901,0.8266782403680425,0.899316506804558,58.44807434082031,7.078100204467773,0.6311090283770225
UNSW-NB15_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,DRocc,42,190,200000,100000,7813,128,100096,9.033402442932129,11080.65323474176,0.09024738693786094,0.8318532848194096,0.928368029871901,0.8358752986195281,0.9047329490297924,57.85641098022461,7.043059349060059,0.6391565870659853
UNSW-NB15_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,DRocc,42,190,200000,500000,7813,128,500224,34.726709842681885,14404.589500879953,0.06942231848668173,0.8318532848194096,0.928368029871901,0.8041383657022212,0.8714217201629708,66.60173797607422,7.602889060974121,0.540422604965571
UNSW-NB15_DRocc_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,DRocc,42,190,200000,1000000,7813,128,1000192,66.53769731521606,15031.959931851636,0.06652492452970636,0.8318532848194096,0.928368029871901,0.804470681418344,0.8716241801605247,66.28865051269531,7.585143566131592,0.540699232422704
UNSW-NB15_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,NeuTraL-AD,42,190,200000,50,7813,128,256,0.010205268859863281,25085.08139426222,0.03986433148384094,0.8951044798035398,0.9557062714008878,0.6222899524545638,0.7945744022202266,13.087287902832031,2.514814853668213,0.07207655453522557
UNSW-NB15_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,NeuTraL-AD,42,190,200000,100,7813,128,256,0.3199901580810547,800.0246055541317,1.2499615550041199,0.8951044798035398,0.9557062714008878,0.6222899524545638,0.7945744022202266,13.087287902832031,2.514814853668213,0.07207655453522557
UNSW-NB15_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,NeuTraL-AD,42,190,200000,200,7813,128,256,0.6425879001617432,398.38907632024086,2.5101089850068092,0.8951044798035398,0.9557062714008878,0.6222899524545638,0.7945744022202266,13.087287902832031,2.514814853668213,0.07207655453522557
UNSW-NB15_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,NeuTraL-AD,42,190,200000,500,7813,128,512,0.9307272434234619,550.1074601799858,1.817826647311449,0.8951044798035398,0.9557062714008878,0.6457945501326594,0.801153685873398,13.088959693908691,2.5157692432403564,0.1069281734939778
UNSW-NB15_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,NeuTraL-AD,42,190,200000,1000,7813,128,1024,1.2155191898345947,842.4383658964231,1.1870304588228464,0.8951044798035398,0.9557062714008878,0.6173629257473102,0.7778383589637585,13.172856330871582,2.525521993637085,0.0710062021468414
UNSW-NB15_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,NeuTraL-AD,42,190,200000,2000,7813,128,2048,1.532261848449707,1336.586172965215,0.7481747306883335,0.8951044798035398,0.9557062714008878,0.5413587701448002,0.7257004247046928,13.426587104797363,2.552117109298706,-0.08932188401386244
UNSW-NB15_NeuTraL-AD_TabExtractor_TRAJ_max1000000_bs128,2026-03-02 19:31:48,UNSW-NB15,NeuTraL-AD,42,190,200000,5000,7813,128,5120,2.0127713680267334,2543.756375578568,0.39311940781772137,0.8951044798035398,0.9557062714008878,0.42602361888870754,0.6543701935927686,14.20898151397705,2.6470460891723633,-0.34608660621757076
