run_tag,run_datetime,dataset,victim_type,seed,d_in,max_rows,budget_target,gen_mode,adv_norm,epochs,batch_size,query_budget,extract_sec,queries_per_sec,ms_per_query,teacher_auroc,teacher_auprc,student_auroc,student_auprc,fidelity_mse,fidelity_mae,fidelity_spearman
CIC-IDS2017_NeuTraL-AD_TEMPEST_TRAJ_max1000000_gen_var_standard,2026-02-28 13:45:19,CIC-IDS2017,NeuTraL-AD,42,69,200000,100,gen_var,standard,20,1024,100,0.062285661697387695,1605.5059426974678,0.622856616973877,0.8886384981700304,0.7663634225462652,0.7076147130928446,0.28285282062802625,0.5330638885498047,0.2676013708114624,0.2132414404997409
CIC-IDS2017_NeuTraL-AD_TEMPEST_TRAJ_max1000000_gen_var_standard,2026-02-28 13:45:19,CIC-IDS2017,NeuTraL-AD,42,69,200000,200,gen_var,standard,20,1024,200,0.0585942268371582,3413.3055557816097,0.292971134185791,0.8886384981700304,0.7663634225462652,0.7396105376856248,0.3138885222128138,0.5318741202354431,0.26250767707824707,0.17525285108637836
CIC-IDS2017_NeuTraL-AD_TEMPEST_TRAJ_max1000000_gen_var_standard,2026-02-28 13:45:19,CIC-IDS2017,NeuTraL-AD,42,69,200000,500,gen_var,standard,20,1024,500,0.0644845962524414,7753.789727435408,0.1289691925048828,0.8886384981700304,0.7663634225462652,0.7202925488892749,0.3060866225146562,0.5314475893974304,0.27136024832725525,0.12573297982395398
CIC-IDS2017_NeuTraL-AD_TEMPEST_TRAJ_max1000000_gen_var_standard,2026-02-28 13:45:19,CIC-IDS2017,NeuTraL-AD,42,69,200000,1000,gen_var,standard,20,1024,1000,0.060691118240356445,16476.87551314637,0.060691118240356445,0.8886384981700304,0.7663634225462652,0.7571576498091561,0.34661068200536055,0.5238544940948486,0.2712058424949646,0.17132492382053063
CIC-IDS2017_NeuTraL-AD_TEMPEST_TRAJ_max1000000_gen_var_standard,2026-02-28 13:45:19,CIC-IDS2017,NeuTraL-AD,42,69,200000,2000,gen_var,standard,20,1024,2000,0.15364909172058105,13016.673106256332,0.07682454586029053,0.8886384981700304,0.7663634225462652,0.8062802540638154,0.43640467499820956,0.49909359216690063,0.28501272201538086,0.24559550288762716
CIC-IDS2017_NeuTraL-AD_TEMPEST_TRAJ_max1000000_gen_var_standard,2026-02-28 13:45:19,CIC-IDS2017,NeuTraL-AD,42,69,200000,5000,gen_var,standard,20,1024,5000,0.33797621726989746,14793.94035588946,0.06759524345397949,0.8886384981700304,0.7663634225462652,0.7178479051268056,0.37009798929325544,0.4917716383934021,0.350685715675354,0.22490705505789296
CIC-IDS2017_NeuTraL-AD_TEMPEST_TRAJ_max1000000_gen_var_standard,2026-02-28 13:45:19,CIC-IDS2017,NeuTraL-AD,42,69,200000,10000,gen_var,standard,20,1024,10000,0.6643078327178955,15053.262218942695,0.06643078327178956,0.8886384981700304,0.7663634225462652,0.7422525039572837,0.4423436793104272,0.8874536752700806,0.6926634311676025,0.29525826576477726
CIC-IDS2017_NeuTraL-AD_TEMPEST_TRAJ_max1000000_gen_var_standard,2026-02-28 13:45:19,CIC-IDS2017,NeuTraL-AD,42,69,200000,50000,gen_var,standard,20,1024,50000,3.308628797531128,15112.000487123123,0.06617257595062256,0.8886384981700304,0.7663634225462652,0.7803614340523555,0.39131166854987104,21.510835647583008,3.656487226486206,0.5147092220056395
CIC-IDS2017_NeuTraL-AD_TEMPEST_TRAJ_max1000000_gen_var_standard,2026-02-28 13:45:19,CIC-IDS2017,NeuTraL-AD,42,69,200000,100000,gen_var,standard,20,1024,100000,6.619104623794556,15107.783557388866,0.06619104623794556,0.8886384981700304,0.7663634225462652,0.7143949947529435,0.40374453436733787,24.037372589111328,4.406081676483154,0.5095561171672384
CIC-IDS2017_NeuTraL-AD_TEMPEST_TRAJ_max1000000_gen_var_standard,2026-02-28 13:45:19,CIC-IDS2017,NeuTraL-AD,42,69,200000,500000,gen_var,standard,20,1024,500000,33.120219707489014,15096.51821201361,0.06624043941497802,0.8886384981700304,0.7663634225462652,0.15203928004656622,0.08218864478442846,26.678993225097656,5.031463146209717,-0.4515348031247496
